APP6A;MIL2525C;CoT
SUG-UST---;SUG-UST---;a-u-g-u-s-t
SUG-USTT--;SUG-USTT--;a-u-g-u-s-t-t
SUG-USTC--;SUG-USTC--;a-u-g-u-s-t-c
SUG-USTM--;SUG-USTM--;a-u-g-u-s-t-m
SUG-USTMT-;SUG-USTMT-;a-u-g-u-s-t-m-t
SUG-USTMC-;SUG-USTMC-;a-u-g-u-s-t-m-c
SUG-USTR--;SUG-USTR--;a-u-g-u-s-t-r
SUG-USTRT-;SUG-USTRT-;a-u-g-u-s-t-r-t
SUG-USTRC-;SUG-USTRC-;a-u-g-u-s-t-r-c
SUG-USTS--;SUG-USTS--;a-u-g-u-s-t-s
SUG-USTST-;SUG-USTST-;a-u-g-u-s-t-s-t
SUG-USTSC-;SUG-USTSC-;a-u-g-u-s-t-s-c
SUG-USTA--;SUG-USTA--;a-u-g-u-s-t-a
SUG-USTAT-;SUG-USTAT-;a-u-g-u-s-t-a-t
SUG-USTAC-;SUG-USTAC-;a-u-g-u-s-t-a-c
SUG-USTI--;SUG-USTI--;a-u-g-u-s-t-i
SUG-USTIT-;SUG-USTIT-;a-u-g-u-s-t-i-t
SUG-USTIC-;SUG-USTIC-;a-u-g-u-s-t-i-c
SUG-USX---;SUG-USX---;a-u-g-u-s-x
SUG-USXT--;SUG-USXT--;a-u-g-u-s-x-t
SUG-USXC--;SUG-USXC--;a-u-g-u-s-x-c
SUG-USXH--;SUG-USXH--;a-u-g-u-s-x-h
SUG-USXHT-;SUG-USXHT-;a-u-g-u-s-x-h-t
SUG-USXHC-;SUG-USXHC-;a-u-g-u-s-x-h-c
SUG-USXR--;SUG-USXR--;a-u-g-u-s-x-r
SUG-USXRT-;SUG-USXRT-;a-u-g-u-s-x-r-t
SUG-USXRC-;SUG-USXRC-;a-u-g-u-s-x-r-c
SUG-USXO--;SUG-USXO--;a-u-g-u-s-x-o
SUG-USXOT-;SUG-USXOT-;a-u-g-u-s-x-o-t
SUG-USXOC-;SUG-USXOC-;a-u-g-u-s-x-o-c
SUG-USXOM-;SUG-USXOM-;a-u-g-u-s-x-o-m
SUG-USXOMT;SUG-USXOMT;a-u-g-u-s-x-o-m-t
SUG-USXOMC;SUG-USXOMC;a-u-g-u-s-x-o-m-c
SUG-USXE--;SUG-USXE--;a-u-g-u-s-x-e
SUG-USXET-;SUG-USXET-;a-u-g-u-s-x-e-t
SUG-USXEC-;SUG-USXEC-;a-u-g-u-s-x-e-c
SUG-UH----;SUG-UH----;a-u-g-u-h
SUG-E-----;SUG-E-----;a-u-g-e
SUG-EWM---;SUG-EWM---;a-u-g-e-w-m
SUG-EWMA--;SUG-EWMA--;a-u-g-e-w-m-a
SUG-EWMAS-;SUG-EWMAS-;a-u-g-e-w-m-a-s
SUG-EWMAI-;SUG-EWMAI-;a-u-g-e-w-m-a-i
SUG-EWMAL-;SUG-EWMAL-;a-u-g-e-w-m-a-l
SUG-EWMAT-;SUG-EWMAT-;a-u-g-e-w-m-a-t
SUG-EWMS--;SUG-EWMS--;a-u-g-e-w-m-s
SUG-EWMSS-;SUG-EWMSS-;a-u-g-e-w-m-s-s
SUG-EWMSI-;SUG-EWMSI-;a-u-g-e-w-m-s-i
SUG-EWMSL-;SUG-EWMSL-;a-u-g-e-w-m-s-l
SUG-EWMT--;SUG-EWMT--;a-u-g-e-w-m-t
SUG-EWMTL-;SUG-EWMTL-;a-u-g-e-w-m-t-l
SUG-EWMTM-;SUG-EWMTM-;a-u-g-e-w-m-t-m
SUG-EWMTH-;SUG-EWMTH-;a-u-g-e-w-m-t-h
SUG-EWS---;SUG-EWS---;a-u-g-e-w-s
SUG-EWSL--;SUG-EWSL--;a-u-g-e-w-s-l
SUG-EWSM--;SUG-EWSM--;a-u-g-e-w-s-m
SUG-EWSH--;SUG-EWSH--;a-u-g-e-w-s-h
SUG-EWX---;SUG-EWX---;a-u-g-e-w-x
SUG-EWXL--;SUG-EWXL--;a-u-g-e-w-x-l
SUG-EWXM--;SUG-EWXM--;a-u-g-e-w-x-m
SUG-EWXH--;SUG-EWXH--;a-u-g-e-w-x-h
SUG-EWT---;SUG-EWT---;a-u-g-e-w-t
SUG-EWTL--;SUG-EWTL--;a-u-g-e-w-t-l
SUG-EWTM--;SUG-EWTM--;a-u-g-e-w-t-m
SUG-EWTH--;SUG-EWTH--;a-u-g-e-w-t-h
SUG-EWR---;SUG-EWR---;a-u-g-e-w-r
SUG-EWRR--;SUG-EWRR--;a-u-g-e-w-r-r
SUG-EWRL--;SUG-EWRL--;a-u-g-e-w-r-l
SUG-EWRH--;SUG-EWRH--;a-u-g-e-w-r-h
SUG-EWZ---;SUG-EWZ---;a-u-g-e-w-z
SUG-EWZL--;SUG-EWZL--;a-u-g-e-w-z-l
SUG-EWZM--;SUG-EWZM--;a-u-g-e-w-z-m
SUG-EWZH--;SUG-EWZH--;a-u-g-e-w-z-h
SUG-EWO---;SUG-EWO---;a-u-g-e-w-o
SUG-EWOL--;SUG-EWOL--;a-u-g-e-w-o-l
SUG-EWOM--;SUG-EWOM--;a-u-g-e-w-o-m
SUG-EWOH--;SUG-EWOH--;a-u-g-e-w-o-h
SUG-EWH---;SUG-EWH---;a-u-g-e-w-h
SUG-EWHL--;SUG-EWHL--;a-u-g-e-w-h-l
SUG-EWHLS-;SUG-EWHLS-;a-u-g-e-w-h-l-s
SUG-EWHM--;SUG-EWHM--;a-u-g-e-w-h-m
SUG-EWHMS-;SUG-EWHMS-;a-u-g-e-w-h-m-s
SUG-EWHH--;SUG-EWHH--;a-u-g-e-w-h-h
SUG-EWHHS-;SUG-EWHHS-;a-u-g-e-w-h-h-s
SUG-EWG---;SUG-EWG---;a-u-g-e-w-g
SUG-EWGL--;SUG-EWGL--;a-u-g-e-w-g-l
SUG-EWGM--;SUG-EWGM--;a-u-g-e-w-g-m
SUG-EWGH--;SUG-EWGH--;a-u-g-e-w-g-h
SUG-EWGR--;SUG-EWGR--;a-u-g-e-w-g-r
SUG-EWD---;SUG-EWD---;a-u-g-e-w-d
SUG-EWDL--;SUG-EWDL--;a-u-g-e-w-d-l
SUG-EWDLS-;SUG-EWDLS-;a-u-g-e-w-d-l-s
SUG-EWDM--;SUG-EWDM--;a-u-g-e-w-d-m
SUG-EWDMS-;SUG-EWDMS-;a-u-g-e-w-d-m-s
SUG-EWDH--;SUG-EWDH--;a-u-g-e-w-d-h
SUG-EWDHS-;SUG-EWDHS-;a-u-g-e-w-d-h-s
SUG-EWA---;SUG-EWA---;a-u-g-e-w-a
SUG-EWAL--;SUG-EWAL--;a-u-g-e-w-a-l
SUG-EWAM--;SUG-EWAM--;a-u-g-e-w-a-m
SUG-EWAH--;SUG-EWAH--;a-u-g-e-w-a-h
SUG-EV----;SUG-EV----;a-u-g-e-v
SUG-EVA---;SUG-EVA---;a-u-g-e-v-a
SUG-EVAT--;SUG-EVAT--;a-u-g-e-v-a-t
SUG-EVATL-;SUG-EVATL-;a-u-g-e-v-a-t-l
SUG-EVATW-;SUG-EVATLR;a-u-g-e-v-a-t-l-r
SUG-EVATM-;SUG-EVATM-;a-u-g-e-v-a-t-m
SUG-EVATX-;SUG-EVATMR;a-u-g-e-v-a-t-m-r
SUG-EVATH-;SUG-EVATH-;a-u-g-e-v-a-t-h
SUG-EVATY-;SUG-EVATHR;a-u-g-e-v-a-t-h-r
SUG-EVAA--;SUG-EVAA--;a-u-g-e-v-a-a
SUG-EVAAR-;SUG-EVAAR-;a-u-g-e-v-a-a-r
SUG-EVAI--;SUG-EVAI--;a-u-g-e-v-a-i
SUG-EVAC--;SUG-EVAC--;a-u-g-e-v-a-c
SUG-EVAS--;SUG-EVAS--;a-u-g-e-v-a-s
SUG-EVAL--;SUG-EVAL--;a-u-g-e-v-a-l
SUG-EVU---;SUG-EVU---;a-u-g-e-v-u
SUG-EVUB--;SUG-EVUB--;a-u-g-e-v-u-b
SUG-EVUS--;SUG-EVUS--;a-u-g-e-v-u-s
SUG-EVUL--;SUG-EVUL--;a-u-g-e-v-u-l
SUG-EVUX--;SUG-EVUX--;a-u-g-e-v-u-x
SUG-EVUR--;SUG-EVUR--;a-u-g-e-v-u-r
SUG-EVE---;SUG-EVE---;a-u-g-e-v-e
SUG-EVEB--;SUG-EVEB--;a-u-g-e-v-e-b
SUG-EVEE--;SUG-EVEE--;a-u-g-e-v-e-e
SUG-EVEC--;SUG-EVEC--;a-u-g-e-v-e-c
SUG-EVEM--;SUG-EVEM--;a-u-g-e-v-e-m
SUG-EVEMA-;SUG-EVEM--;a-u-g-e-v-e-m
SUG-EVEMT-;SUG-EVEM--;a-u-g-e-v-e-m
SUG-EVEMV-;SUG-EVEM--;a-u-g-e-v-e-m
SUG-EVEML-;SUG-EVEM--;a-u-g-e-v-e-m
SUG-EVED--;SUG-EVED--;a-u-g-e-v-e-d
SUG-EVST--;SUG-EVST--;a-u-g-e-v-s-t
SUG-EVC---;SUG-EVC---;a-u-g-e-v-c
SUG-ES----;SUG-ES----;a-u-g-e-s
SUG-ESR---;SUG-ESR---;a-u-g-e-s-r
SUG-ESE---;SUG-ESE---;a-u-g-e-s-e
SUG-EXL---;SUG-EXL---;a-u-g-e-x-l
SUG-EXN---;SUG-EXN---;a-u-g-e-x-n
SUG-EXF---;SUG-EXF---;a-u-g-e-x-f
SUG-EXM---;SUG-EXM---;a-u-g-e-x-m
SUG-EXMC--;SUG-EXMC--;a-u-g-e-x-m-c
SUG-EXML--;SUG-EXML--;a-u-g-e-x-m-l
SUG-I-----;SUG-I-----;a-u-g-u
SUG-IR----;SUG-IR----;a-u-g
SUG-IRM---;SUG-IRM---;a-u-g-u
SUG-IRP---;SUG-IRP---;a-u-g-u
SUG-IRN---;SUG-IRN---;a-u-g-u
SUG-IRNB--;SUG-IRNB--;a-u-g-u
SUG-IRNC--;SUG-IRNC--;a-u-g-u
SUG-IRNN--;SUG-IRNN--;a-u-g-u
SUG-IP----;SUG-IP----;a-u-g-u
SUG-IPD---;SUG-IPD---;a-u-g-u
SUG-IE----;SUG-IE----;a-u-g-u
SUG-IU----;SUG-IU----;a-u-g-u
SUG-IUR---;SUG-IUR---;a-u-g-u
SUG-IUT---;SUG-IUT---;a-u-g-u
SUG-IUE---;SUG-IUE---;a-u-g-u
SUG-IUP---;SUG-IUP---;a-u-g-u
SUG-IMF---;SUG-IMF---;a-u-g-u
SUG-IMA---;SUG-IMA---;a-u-g-u
SUG-IME---;SUG-IME---;a-u-g-u
SUG-IMG---;SUG-IMG---;a-u-g-u
SUG-IMV---;SUG-IMV---;a-u-g-u
SUG-IMN---;SUG-IMN---;a-u-g-u
SUG-IMNB--;SUG-IMNB--;a-u-g-u
SUG-IMC---;SUG-IMC---;a-u-g-u
SUG-IMS---;SUG-IMS---;a-u-g-u
SUG-IMM---;SUG-IMM---;a-u-g-u
SUG-IG----;SUG-IG----;a-u-g-u
SUG-IB----;SUG-IB----;a-u-g-u
SUG-IBA---;SUG-IBA---;a-u-g-u
SUG-IBN---;SUG-IBN---;a-u-g-u
SUG-IT----;SUG-IT----;a-u-g-u
SUG-IX----;SUG-IX----;a-u-g-u
SUG-IXH---;SUG-IXH---;a-u-g-i-x-h
SUS-------;SUS-------;a-u-s
SUS-C-----;SUS-C-----;a-u-s-c
SUS-CL----;SUS-CL----;a-u-s-c-l
SUS-CLCV--;SUS-CLCV--;a-u-s-c-l-c-v
SUS-CLBB--;SUS-CLBB--;a-u-s-c-l-b-b
SUS-CLCC--;SUS-CLCC--;a-u-s-c-l-c-c
SUS-CLDD--;SUS-CLDD--;a-u-s-c-l-d-d
SUS-CLFF--;SUS-CLFF--;a-u-s-c-l-f-f
SUS-CA----;SUS-CA----;a-u-s-c-a
SUS-CALA--;SUS-CALA--;a-u-s-c-a-l-a
SUS-CALS--;SUS-CALS--;a-u-s-c-a-l-s
SUS-CALC--;SUS-CALC--;a-u-s-c-a-l-c
SUS-CM----;SUS-CM----;a-u-s-c-m
SUS-CMML--;SUS-CMML--;a-u-s-c-m-m-l
SUS-CMMS--;SUS-CMMS--;a-u-s-c-m-m-s
SUS-CMMH--;SUS-CMMH--;a-u-s-c-m-m-h
SUS-CMMA--;SUS-CMMA--;a-u-s-c-m-m-a
SUS-CMMD--;SUS-CMMA--;a-u-s-c-m-m-a
SUS-CP----;SUS-CP----;a-u-s-c-p
SUS-CPSB--;SUS-CPSB--;a-u-s-c-p-s-b
SUS-CPSU--;SUS-CPSU--;a-u-s-c-p-s-u
SUS-CH----;SUS-CH----;a-u-s-c-h
SUS-S-----;SUS-------;a-u-s
SUS-SP----;SUS-------;a-u-s
SUS-SA----;SUS-------;a-u-s
SUS-G-----;SUS-G-----;a-u-s-g
SUS-GT----;SUS-GT----;a-u-s-g-t
SUS-GG----;SUS-GG----;a-u-s-g-g
SUS-GU----;SUS-GU----;a-u-s-g-u
SUS-GC----;SUS-GC----;a-u-s-g-c
SUS-N-----;SUS-N-----;a-u-s-n
SUS-NR----;SUS-NR----;a-u-s-n-r
SUS-NF----;SUS-NF----;a-u-s-n-f
SUS-NI----;SUS-NI----;a-u-s-n-i
SUS-NS----;SUS-NS----;a-u-s-n-s
SUS-NM----;SUS-NM----;a-u-s-n-m
SUS-NH----;SUS-NH----;a-u-s-n-h
SUS-NN----;SUS-NN----;a-u-s-n-n
SUS-NNR---;SUS-NNR---;a-u-s-n-n-r
SUS-XM----;SUS-XM----;a-u-s-x-m
SUS-XMC---;SUS-XMC---;a-u-s-x-m-c
SUS-XMR---;SUS-XMR---;a-u-s-x-m-r
SUS-XMO---;SUS-XMO---;a-u-s-x-m-o
SUS-XMTU--;SUS-XMTU--;a-u-s-x-m-t-u
SUS-XMF---;SUS-XMF---;a-u-s-x-m-f
SUS-XMP---;SUS-XMP---;a-u-s-x-m-p
SUS-XMH---;SUS-XMH---;a-u-s-x-m-h
SUS-XMTO--;SUS-XMTO--;a-u-s-x-m-t-o
SUS-XF----;SUS-XF----;a-u-s-x-f
SUS-XFDF--;SUS-XFDF--;a-u-s-x-f-d-f
SUS-XFDR--;SUS-XFDR--;a-u-s-x-f-d-r
SUS-XFTR--;SUS-XFTR--;a-u-s-x-f-t-r
SUS-XR----;SUS-XR----;a-u-s-x-r
SUS-XL----;SUS-XL----;a-u-s-x-l
SUS-XH----;SUS-XH----;a-u-s-x-h
SUS-O-----;SUS-O-----;a-u-s-o
SUS-ED----;GUO-ED----;a-u-s
SUS-EP----;GUO-EP----;a-u-s
SUS-EV----;GUO-EV----;a-u-s
SUS-ZM----;GUO-HM----;a-u-s
SUS-ZN----;GUO-HN----;a-u-s
SUS-ZI----;GUO-HI----;a-u-s
SUU-------;SUU-------;a-u-u
SUU-S-----;SUU-S-----;a-u-u-s
SUU-SN----;SUU-SN----;a-u-u-s-n
SUU-SC----;SUU-SC----;a-u-u-s-c
SUU-SO----;SUU-SO----;a-u-u-s-o
SUU-SS----;SUU-SS----;a-u-u-s-s
SUU-SSA---;SUU-SSA---;a-u-u-s-s-a
SUU-W-----;SUU-W-----;a-u-u-w
SUU-WT----;SUU-WT----;a-u-u-w-t
SUU-WM----;SUU-WM----;a-u-u-w-m
SUU-WMD---;SUU-WMD---;a-u-u-w-m-d
SUU-WMG---;SUU-WMG---;a-u-u-w-m-g
SUU-WMGD--;SUU-WMGD--;a-u-u-w-m-g-d
SUU-WMM---;SUU-WMM---;a-u-u-w-m-m
SUU-WMMD--;SUU-WMMD--;a-u-u-w-m-m-d
SUU-WMF---;SUU-WMF---;a-u-u-w-m-f
SUU-WMFD--;SUU-WMFD--;a-u-u-w-m-f-d
SUU-WMO---;SUU-WMO---;a-u-u-w-m-o
SUU-WMOD--;SUU-WMOD--;a-u-u-w-m-o-d
SUU-WD----;SUU-WD----;a-u-u-w-d
SUU-WDM---;SUU-WDM---;a-u-u-w-d-m
SUU-ND----;SUU-ND----;a-u-u-n-d
SUU-NB----;SUU-N-----;a-u-u-n
SUU-NBS---;GUO-SBM---;a-u-u
SUU-NBR---;GUO-SBN---;a-u-u
SUU-NBW---;SUU-N-----;a-u-u-n
SUU-NM----;GUO-SM----;a-u-u
SUU-NA----;GUO-SS----;a-u-u
SUF-------;SUF-------;a-u-f
SUF-A-----;SUF-A-----;s-u-f-a
SUF-AF----;SUF-AF----;a-u-f-a-f
SUF-AFA---;SUF-AFA---;a-u-f-a-f-a
SUF-AFK---;SUF-AFK---;a-u-f-a-f-k
SUF-AFU---;SUF-AFU---;a-u-f-a-f-u
SUF-AFUL--;SUF-AFUL--;a-u-f-a-f-u-l
SUF-AFUM--;SUF-AFUM--;a-u-f-a-f-u-m
SUF-AFUH--;SUF-AFUH--;a-u-f-a-f-u-h
SUF-AV----;SUF-AV----;a-u-f-a-v
SUF-AH----;SUF-AH----;a-u-f-a-h
SUF-AHH---;SUF-AHH---;a-u-f-a-h-h
SUF-AHA---;SUF-AHA---;a-u-f-a-h-a
SUF-AHU---;SUF-AHU---;a-u-f-a-h-u
SUF-AHUL--;SUF-AHUL--;a-u-f-a-h-u-l
SUF-AHUM--;SUF-AHUM--;a-u-f-a-h-u-m
SUF-AHUH--;SUF-AHUH--;a-u-f-a-h-u-h
SUF-SN----;SUF-N-----;a-u-f-n
SUF-SNS---;SUF-NS----;a-u-f-n-s
SUF-SNU---;SUF-NU----;a-u-f-n-u
SUF-SNB---;SUF-NB----;a-u-f-n-b
SUF-SNN---;SUF-NN----;a-u-f-n-n
SUF-G-----;SUF-G-----;a-u-f-g
SUF-GS----;SUF-GS----;a-u-f-g-s
SUF-GSR---;SUF-GR----;a-u-f-g-r
SUF-GSP---;SUF-GP----;a-u-f-g-p
SUF-GSPA--;SUF-GP----;a-u-f-g-p
SUF-GCA---;SUF-GC----;a-u-f-g-c
SUF-GB----;SUF-B-----;a-u-f-b
